Outlets Name,Latitude,Longitude,Company,City,links,State,state_district,county,postcode,suburb,Distance
Anil Surya milk parlour,17.37059667,78.571985,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3705966667,78.571985",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.92077248
Srinivasa kgs,17.37139,78.56763667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.37139,78.5676366667",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.92654112
Srirama milk agency,17.3860013,78.5296439,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3860013,78.5296439",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 8 Habsiguda,12.93286327
Sri laxmi chennakeshava kgs,17.38607,78.52949167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.38607,78.5294916667",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 8 Habsiguda,12.93458813
Bakes bakery,17.375035,78.55375333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.375035,78.5537533333",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 21 Kothapet,12.9400216
Vishnu kgs,17.40009167,78.50981167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4000916667,78.5098116667",Telangana,Hyderabad District,Musheerabad mandal,500044,Ward 81 Nallakunta,12.94065276
Vishnu kgs,17.3701339,78.572743,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3701339,78.572743",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.953293
Sri tirumal medical hall,17.41933877,78.49152491,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4193387711,78.491524905",Telangana,Hyderabad District,Musheerabad mandal,500020,Ward 88 Bholakpur,12.95876217
Kasi Annapurna kgs,17.395215,78.51543833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.395215,78.5154383333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,12.96134055
Anand kgs,17.370045,78.57266667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.370045,78.5726666667",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.96334774
Surya Mgs,17.41144737,78.49795772,Naturo,Hydrabad,"https://www.google.com/maps/search/17.41144737,78.49795772",Telangana,Hyderabad District,Musheerabad mandal,500020,Ward 87 Ramnagar,12.96457835
Ganesh kgs,17.3707894,78.5685745,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3707894,78.5685745",Telangana,Medchal Malkajgiri District,Uppal mandal,500060,Ward 11 Nagole,12.96608735
Milet,17.51360667,78.465945,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5136066667,78.465945",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 132 Jeedimetla,12.96824109
Ruby pan shop & cooldrinks,17.401,78.50832,Naturo,Hydrabad,"https://www.google.com/maps/search/17.401,78.50832",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,12.97101802
Indian pan shop,17.4488082,78.47455465,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4488082016,78.4745546523",Telangana,Hyderabad District,Tirumalagiri mandal,500011,Rasoolpura,12.9713132
Karuna Medical Hall,17.40097138,78.50818818,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40097138,78.50818818",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,12.98193075
Balaji Bakery,17.41119862,78.49789905,Naturo,Hydrabad,"https://www.google.com/maps/search/17.41119862,78.49789905",Telangana,Hyderabad District,Musheerabad mandal,500020,Chikkadpally,12.98553102
Sree Devi medical,17.3696044,78.5739238,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3696044,78.5739238",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.98610488
Sri Raghavendra kgs,17.39454667,78.51582,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3945466667,78.51582",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,12.99110232
TSN kgs,17.36948,78.5738884,Naturo,Hydrabad,"https://www.google.com/maps/search/17.36948,78.5738884",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,12.99895062
Sai manikanta store,17.394345,78.51583,Naturo,Hydrabad,"https://www.google.com/maps/search/17.394345,78.51583",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.00653057
Royal trades,17.44627184,78.47521473,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4462718377,78.4752147272",Telangana,Hyderabad District,Tirumalagiri mandal,500003,Rasoolpura,13.00858328
Sri venkateshwara kgs,17.44558989,78.47525823,Naturo,Hydrabad,"https://www.google.com/maps/search/17.445589886,78.4752582293",Telangana,Hyderabad District,Tirumalagiri mandal,500003,Rasoolpura,13.0317601
Grihini milk parlour,17.36909833,78.57384667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3690983333,78.5738466667",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,13.03729415
Sri Balaji pankaj kgs,17.36890667,78.57477,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3689066667,78.57477",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,13.04181386
Balaji kgs,17.368822,78.5751219,Naturo,Hydrabad,"https://www.google.com/maps/search/17.368822,78.5751219",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,13.04486477
Eesha Reddy kgs,17.3780352,78.542863,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3780352,78.542863",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 22 Chaitanyapuri,13.04851145
Sri siddhi vinayak kgs,17.39434833,78.51511167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3943483333,78.5151116667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.04992843
Sri Sathyanarayana Mgh,17.40033089,78.50767958,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40033089,78.50767958",Telangana,Hyderabad District,Amberpet mandal,500044,Vidyanagar,13.06358122
G.M kgs,17.39284,78.516305,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39284,78.516305",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 84 Bagh Amberpet,13.09808476
Manasa kgs,17.38613833,78.52616,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3861383333,78.52616",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.099784
Venkataramana kgs,17.38495667,78.52765333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3849566667,78.5276533333",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 8 Habsiguda,13.12378119
Guru raghavendra kgs,17.38650833,78.52484,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3865083333,78.52484",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.13793188
Passport office,17.442498,78.4754467,Naturo,Hydrabad,"https://www.google.com/maps/search/17.442498,78.4754467",Telangana,Medchal Malkajgiri District,Balanagar mandal,500003,Ward 149 Begumpet,13.1415811
Sri ramdev kgs,17.39407,78.51393,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39407,78.51393",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.14424764
Cakezz bakery,17.39632,78.511085,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39632,78.511085",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.14642763
Sulochana kgs,17.39308667,78.515,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3930866667,78.515",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.1569272
Sri Manjutha kgs,17.3670787,78.5797154,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3670787,78.5797154",Telangana,Medchal Malkajgiri District,Uppal mandal,500068,Ward 11 Nagole,13.15719599
Sri Mart,17.3668142,78.5811855,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3668142,78.5811855",Telangana,East Zone,Hyderabad,500068,Mansoorabad,13.16762
Mukundha khs,17.49831833,78.462855,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4983183333,78.462855",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.18064026
Sai Siri book stationery,17.49820667,78.46277833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4982066667,78.4627783333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.18826797
Rajarajeshwari kgs,17.49820667,78.46277833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4982066667,78.4627783333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.18826797
Balaji sukudev,17.49820667,78.46277833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4982066667,78.4627783333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.18826797
Suresh kgs,17.39279333,78.514835,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3927933333,78.514835",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.1902643
Adarsh medical store cooldrinks store,17.39140833,78.516685,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3914083333,78.516685",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.19058758
Renuka kgs,17.394205,78.51253833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.394205,78.5125383333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.21959636
Rithaj bakery,17.38591,78.52423,Naturo,Hydrabad,"https://www.google.com/maps/search/17.38591,78.52423",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.22104898
Anjaya kgs,17.384795,78.52548833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.384795,78.5254883333",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 83 Amberpet,13.24941645
S.M.Traders,17.39940209,78.50531293,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39940209,78.50531293",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.29095269
Dabloka stores,17.41538566,78.49037826,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4153856561,78.4903782606",Telangana,Hyderabad District,Himayatnagar mandal,500020,Gandhi Nagar,13.29162855
Kekiz bakery,17.3987783,78.5059867,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3987783,78.5059867",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.29215721
Vijaya sai Super Mart,17.3764895,78.5402851,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3764895,78.5402851",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 22 Chaitanyapuri,13.29386888
Sri rama kgs,17.39308333,78.51271167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3930833333,78.5127116667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.29698753
Laxmi kgs,17.41502394,78.49046719,Naturo,Hydrabad,"https://www.google.com/maps/search/17.415023935,78.4904671926",Telangana,Hyderabad District,Himayatnagar mandal,500020,Gandhi Nagar,13.30712263
Kamadenu kgs,17.41479503,78.49059141,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4147950253,78.4905914124",Telangana,Hyderabad District,Musheerabad mandal,500020,Gandhi Nagar,13.3116601
Gayatri Mgh,17.40735277,78.49677839,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40735277,78.49677839",Telangana,Hyderabad District,Musheerabad mandal,500020,Jawahar Nagar,13.32720008
Srikrishna chat ice cream parlour,17.39853667,78.50565,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3985366667,78.50565",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.3326223
Om sai baba kgs,17.39048833,78.51553,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3904883333,78.51553",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 82 Golnaka,13.33312517
S K bakers,17.375655,78.540885,Naturo,Hydrabad,"https://www.google.com/maps/search/17.375655,78.540885",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 21 Kothapet,13.34577744
Sri venkatasai kgs,17.37548833,78.54112333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3754883333,78.5411233333",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 21 Kothapet,13.35145875
Bhavani kgs,17.38163667,78.52875833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3816366667,78.5287583333",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 8 Habsiguda,13.35544645
Sv kgs,17.39331167,78.51134167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3933116667,78.5113416667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 84 Bagh Amberpet,13.3639944
Sri dhanalaxmi kgs,17.38572833,78.52175667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3857283333,78.5217566667",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.36967199
Mahalaxmi kgs,17.39921102,78.50417654,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39921102,78.50417654",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.38168105
Laxmi Ganapati kgs,17.39911261,78.5042812,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39911261,78.5042812",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.38186214
Vijaya Durga kgs,17.39924106,78.5040889,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39924106,78.5040889",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.38539659
A.N kgs,17.38451833,78.52315667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3845183333,78.5231566667",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.39601356
Annus stationery,17.38536667,78.52155667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3853666667,78.5215566667",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.41089416
Sri Sai Ganesh stationery,17.38532833,78.52161333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3853283333,78.5216133333",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.41102163
Ushasri Traders,17.39912452,78.50382137,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39912452,78.50382137",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.41208501
Lucky cakes,17.38453333,78.52282333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3845333333,78.5228233333",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.41256908
Lucky'foods,17.3915989,78.5126551,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3915989,78.5126551",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.41765728
Sri sai ayyappa kgs,17.38521833,78.52157667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3852183333,78.5215766667",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 83 Amberpet,13.42224383
Dreamz cafe Bakery,17.40212793,78.50050551,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40212793,78.50050551",Telangana,Hyderabad District,Himayatnagar mandal,500053,Ward 87 Ramnagar,13.42315765
Venkateshwara kgs,17.37619,78.53752,Naturo,Hydrabad,"https://www.google.com/maps/search/17.37619,78.53752",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 22 Chaitanyapuri,13.43644339
Mahalaxmi dry fruits store,17.3978717,78.504675,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3978717,78.504675",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.44725172
Sri Laxmi kgs,17.37590667,78.537545,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3759066667,78.537545",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 21 Kothapet,13.46103116
Bhagyalakshmi kgs & tailor shop,17.38463333,78.521635,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3846333333,78.521635",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 83 Amberpet,13.46818553
Shiva Shakti Tredars,17.37397667,78.5415,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3739766667,78.5415",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.47517166
Sri Dhanalakshmi kgs,17.37404833,78.541305,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3740483333,78.541305",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.47629571
Sri Sai Laxmi kgs,17.395285,78.50701833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.395285,78.5070183333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.48713229
Dai Santosh medical,17.37395333,78.54114333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3739533333,78.5411433333",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.49142481
Ritesh kgs,17.395335,78.50677,Naturo,Hydrabad,"https://www.google.com/maps/search/17.395335,78.50677",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.49948695
Sri Duruva supermarket,17.37396167,78.540785,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3739616667,78.540785",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.50491414
Sri Ganesh kgs,17.39917647,78.50222652,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39917647,78.50222652",Telangana,Hyderabad District,Himayatnagar mandal,500044,Ward 81 Nallakunta,13.51682121
Alekya kgs,17.38389833,78.52169333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3838983333,78.5216933333",Telangana,Medchal Malkajgiri District,Uppal mandal,500013,Ward 83 Amberpet,13.5268549
Thakur provision store,17.44220008,78.47134179,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4422000768,78.471341785",Telangana,Medchal Malkajgiri District,Balanagar mandal,500133,Ward 149 Begumpet,13.52727906
Akram KGS,17.4419153,78.47144044,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4419153016,78.47144044",Telangana,Medchal Malkajgiri District,Balanagar mandal,500133,Ward 149 Begumpet,13.530024
Lakshmi k g,17.49708333,78.45935833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4970833333,78.4593583333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500054,Ward 131 Quthbullapur,13.53039434
Rithika kgs,17.39420667,78.50759167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3942066667,78.5075916667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.53231538
Rajarajeshwari kgs,17.40055192,78.50053356,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40055192,78.50053356",Telangana,Hyderabad District,Himayatnagar mandal,500027,Chikkadpally,13.53398543
KGN kgs,17.38816833,78.51523667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3881683333,78.5152366667",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 82 Golnaka,13.5377383
Om sai kgs,17.41312212,78.48899826,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4131221231,78.4889982641",Telangana,Hyderabad District,Himayatnagar mandal,500020,Gandhi Nagar,13.54056052
Sri Sai heritage parlour,17.39412167,78.50755833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3941216667,78.5075583333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.54096775
Ragana icecream,17.3739271,78.5398514,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3739271,78.5398514",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.54559029
Sai Annapurna kgs,17.39918922,78.501765,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39918922,78.501765",Telangana,Hyderabad District,Himayatnagar mandal,500044,Ward 87 Ramnagar,13.54749571
Santosh kgs,17.38826667,78.5149,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3882666667,78.5149",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 82 Golnaka,13.54956672
Srinivas provision,17.4418511,78.47123869,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4418510962,78.4712386876",Telangana,Medchal Malkajgiri District,Balanagar mandal,500133,Ward 149 Begumpet,13.55104959
Sir Raja rajeshwari stationery,17.50181,78.4591539,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50181,78.4591539",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.55658264
Sree priyanka kgs,17.38830833,78.51472333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3883083333,78.5147233333",Telangana,Hyderabad District,Amberpet mandal,500013,Ward 82 Golnaka,13.55660911
Sri siddhi medical,17.501865,78.459135,Naturo,Hydrabad,"https://www.google.com/maps/search/17.501865,78.459135",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.55863563
Laxmi milk point,17.497145,78.45907167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.497145,78.4590716667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500054,Ward 131 Quthbullapur,13.55902878
Laxmi Balaji k g.,17.50178333,78.45912833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5017833333,78.4591283333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.55905989
NagaSri kirana & general store,17.49726,78.45905833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49726,78.4590583333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500054,Ward 131 Quthbullapur,13.56031217
Vijaya Lakshmi k/g,17.501825,78.459115,Naturo,Hydrabad,"https://www.google.com/maps/search/17.501825,78.459115",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.56051538
Laxmi narashima medical,17.50183,78.459115,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50183,78.459115",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.56053024
Dhanlaxmi k g,17.50176,78.459075,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50176,78.459075",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.56432226
Maher medical hall,17.41311961,78.48865234,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4131196085,78.4886523429",Telangana,Hyderabad District,Himayatnagar mandal,500080,Ward 90 Kavadiguda,13.56772787
G.P.Reddy medical,17.50170167,78.459035,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5017016667,78.459035",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500054,Ward 131 Quthbullapur,13.56815153
Devi kgs,17.40142022,78.49914112,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40142022,78.49914112",Telangana,Hyderabad District,Himayatnagar mandal,500027,Chikkadpally,13.56938517
Sai Durga Bavani kgs,17.40141224,78.49909731,Naturo,Hydrabad,"https://www.google.com/maps/search/17.40141224,78.49909731",Telangana,Hyderabad District,Himayatnagar mandal,500027,Chikkadpally,13.57303613
Fast n fresh Mart,17.366416,78.5605045,Naturo,Hydrabad,"https://www.google.com/maps/search/17.366416,78.5605045",Telangana,Medchal Malkajgiri District,Uppal mandal,500102,Ward 11 Nagole,13.57503162
Balaji harinath k g,17.497139,78.4588876,Naturo,Hydrabad,"https://www.google.com/maps/search/17.497139,78.4588876",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.57743847
Pharma world medical,17.501925,78.45893,Naturo,Hydrabad,"https://www.google.com/maps/search/17.501925,78.45893",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.5793074
Ramakrishna kgs,17.39446833,78.5065,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3944683333,78.5065",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.58289541
Sri vinayak kgs,17.38845833,78.51405833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3884583333,78.5140583333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.58385027
Sai Balaji enterprises,17.3967895,78.5038024,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3967895,78.5038024",Andhra Pradesh,Central Zone,Hyderabad,500044,Nallakunta,13.58606487
Laxmi kgs,17.4658802,78.4625987,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4658802,78.4625987",Telangana,Medchal Malkajgiri District,Balanagar mandal,500071,Ward 120 Balanagar,13.58642881
Mangani ram kgs,17.39676667,78.50380333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3967666667,78.5038033333",Andhra Pradesh,Central Zone,Hyderabad,500044,Nallakunta,13.58770013
Reddy kgs,17.46531833,78.46271167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4653183333,78.4627116667",Telangana,Medchal Malkajgiri District,Balanagar mandal,500071,Ward 120 Balanagar,13.58876881
Sri Venkateshwara bangole iyangar bakery,17.37381333,78.53904167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3738133333,78.5390416667",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Chaitanyapuri,13.58893558
Sri sai baba kgs,17.38811667,78.51432333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3881166667,78.5143233333",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.59569102
Sri Balaji kgs,17.38805667,78.51440167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3880566667,78.5144016667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.59590595
Sir Sai medical,17.50195833,78.45868667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5019583333,78.4586866667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.60373068
Balaji kgs,17.374315,78.53747833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.374315,78.5374783333",Telangana,Medchal Malkajgiri District,Uppal mandal,500035,Ward 21 Kothapet,13.60812799
Manikanta k g,17.49638833,78.45858167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4963883333,78.4585816667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.6086023
Ramesh k g,17.49650167,78.45858,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4965016667,78.45858",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500009,Ward 131 Quthbullapur,13.60865651
Sri saraswati medical store,17.44216315,78.47041542,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4421631545,78.4704154171",Telangana,Medchal Malkajgiri District,Balanagar mandal,500133,Ward 149 Begumpet,13.61329176
Patanjali store,17.3965742,78.5036319,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3965742,78.5036319",Telangana,Hyderabad District,Amberpet mandal,500044,Nallakunta,13.61347443
Thirumala medical store,17.3903089,78.511118,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3903089,78.511118",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.61377121
Anmol kgs,17.38811,78.51398167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.38811,78.5139816667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 82 Golnaka,13.61644494
Supriya kgs,17.39245333,78.50838667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3924533333,78.5083866667",Telangana,Hyderabad District,Amberpet mandal,500044,Ward 81 Nallakunta,13.61649313
