Outlets Name,Latitude,Longitude,Company,City,links,State,state_district,county,postcode,suburb,Distance
SLV BANGALORE BAKERY,17.433348,78.6088362,Naturo,Hydrabad,"https://www.google.com/maps/search/17.433348,78.6088362",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.599167176
Bhavani bakery,17.432255,78.60243833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.432255,78.6024383333",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.600400119
Haro om KGS,17.4333057,78.60873605,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4333057,78.60873605",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.601155739
Pooja kgs,17.4528852,78.5462579,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4528852,78.5462579",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,6.603075253
SRI BHAGYA LAXMI KIRANAM,17.43171885,78.5977586,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43171885,78.5977586",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,,6.615286124
Raghavendra kgs,17.45102666,78.54785679,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45102666,78.54785679",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,6.616826317
Padamvathi provision,17.4526842,78.5460791,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4526842,78.5460791",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,6.629854277
SRI GANESH M/H,17.52553142,78.53435583,Naturo,Hydrabad,"https://www.google.com/maps/search/17.52553142,78.53435583",Telangana,Medchal Malkajgiri District,Alwal mandal,500087,Ward 133 Macha Bolarum,6.6375592
Ram provision store,17.4607913,78.5394381,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4607913,78.5394381",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,6.647615324
SAI GANESH MILK,17.43209797,78.6050627,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43209797,78.6050627",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.651954128
DECISION,17.4316514,78.6028779,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4316514,78.6028779",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,,6.665619623
Maniram kgs,17.460624,78.5393168,Naturo,Hydrabad,"https://www.google.com/maps/search/17.460624,78.5393168",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,6.66700937
SAI KIRANAM,17.43106866,78.59749302,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43106866,78.59749302",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,,6.679055428
Sp enterprise,17.46042846,78.539259,Naturo,Hydrabad,"https://www.google.com/maps/search/17.46042846,78.539259",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,6.682723348
Vinayaka Kirana Store,17.4323319,78.6081299,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4323319,78.6081299",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.683849836
VINAYAKA KGS,17.4322359,78.60824624,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4322359,78.60824624",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.695604087
Sri Laxmi Durga kgs,17.461191,78.538482,Naturo,Hydrabad,"https://www.google.com/maps/search/17.461191,78.538482",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,6.705344756
SHIVA KIRANAM,17.4317126,78.60615614,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4317126,78.60615614",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,,6.707891341
RAKESH KGS,17.43256799,78.6103425,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43256799,78.6103425",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.708971016
SRI VENKATESWARA KIRANAM,17.43159853,78.60825288,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43159853,78.60825288",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.75816112
Bhavani super Market,17.4587589,78.5391683,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4587589,78.5391683",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,6.78491689
HANUMAN KGS,17.43188697,78.61106615,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43188697,78.61106615",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.792319786
ANITHA KGS,17.43186548,78.61103625,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43186548,78.61103625",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,6.793683833
Exo dry fruits,17.45884271,78.53710342,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45884271,78.53710342",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,6.950111887
Sree Lakshmi Venkateshwara kgs,17.4600645,78.5357165,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4600645,78.5357165",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,6.998773132
Sri Laxmi Venkateshwara Iyengar bakery,17.4590564,78.5363459,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4590564,78.5363459",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 137 Vinayak Nagar,7.001126288
Sri Lakshmi narsimha kirana,17.454585,78.53943333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.454585,78.5394333333",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.012479746
Patanjali,17.4608677,78.5349682,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4608677,78.5349682",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.019320577
SRI DURGA BHAVANI PAN,17.42887777,78.6081414,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42887777,78.6081414",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.022741905
Karuna kgs,17.44981774,78.54337998,Naturo,Hydrabad,"https://www.google.com/maps/search/17.44981774,78.54337998",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,7.022743232
ANU KGS,17.42927098,78.61059457,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42927098,78.61059457",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.035626754
Laxmi narasimha kgs,17.45431193,78.5393519,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45431193,78.5393519",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.035739943
Sr kgs,17.42783687,78.58654601,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42783687,78.58654601",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.043123899
Sri Sai tirumala kirana,17.4611345,78.5344978,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4611345,78.5344978",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.045445615
Roshan dry fruits,17.45432725,78.53919157,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45432725,78.53919157",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.047405455
Sangam kgs,17.45781923,78.53659871,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45781923,78.53659871",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.04950291
Bajarang kgs,17.4543152,78.5391641,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4543152,78.5391641",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.05031091
Sai Ganesh milk point,17.45873348,78.5359634,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45873348,78.5359634",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.050857884
New royal bakery,17.45437672,78.53899998,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45437672,78.53899998",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.059451076
Hot cakes,17.45756427,78.53665243,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45756427,78.53665243",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.059578895
Ghanshyam medical hall,17.45436623,78.53900498,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45436623,78.53900498",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.059702177
Om provision store,17.4616883,78.5338637,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4616883,78.5338637",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.071228762
Ganapati brother kgs,17.45391995,78.53897877,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45391995,78.53897877",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.089304093
Universal bakery,17.4569082,78.5365474,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4569082,78.5365474",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.105762298
Manikant kgs,17.45436141,78.53839975,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45436141,78.53839975",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.107807776
Sree Lakshmi stores,17.45687041,78.53647376,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45687041,78.53647376",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.113959551
Universe bakery,17.45690333,78.53636167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4569033333,78.5363616667",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.121239518
Mayuri medical gs,17.4567074,78.5364476,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4567074,78.5364476",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.125487498
BHARATHI KGS,17.4282201,78.61017744,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4282201,78.61017744",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.128828217
Kranthi stationary,17.447065,78.544405,Naturo,Hydrabad,"https://www.google.com/maps/search/17.447065,78.544405",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,7.141116265
Sreedhar vinayak kgs,17.4501016,78.5413726,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4501016,78.5413726",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.151671771
Shiva Shakthi kgs,17.4562074,78.5364781,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4562074,78.5364781",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.15195699
RAMDEV PROVISION STORE,17.4468,78.544395,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4468,78.544395",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,7.160669429
Nagaraju kgs,17.4501648,78.5410187,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4501648,78.5410187",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.173881986
Sri Devi medicals,17.45626,78.53616333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45626,78.5361633333",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.174540647
Balaji mithai bhandar,17.4273632,78.5808501,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4273632,78.5808501",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.177703435
Davi kirana store,17.4589602,78.5342569,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4589602,78.5342569",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.181254837
Krishna kgs,17.4273138,78.5808717,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4273138,78.5808717",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.182136195
Krishna kgs,17.42725167,78.58109667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4272516667,78.5810966667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.183952206
Sree Hanuman traders,17.4269113,78.5828912,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4269113,78.5828912",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.185817018
Balaji roopchand kgs,17.42722667,78.581085,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4272266667,78.581085",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.18662761
Shivam kgs,17.45573995,78.53634731,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45573995,78.53634731",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.189845557
Sri Balaji gks,17.45899887,78.53411257,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45899887,78.53411257",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.191311908
Balaji roopchand traders,17.4271825,78.581028,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4271825,78.581028",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.192043385
MARUTI KGS,17.4274954,78.6099015,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4274954,78.6099015",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.193681105
UDAY BHASKAR KGS,17.427487,78.6099813,Naturo,Hydrabad,"https://www.google.com/maps/search/17.427487,78.6099813",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.196196779
Kiran,17.42664333,78.58284167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4266433333,78.5828416667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.213063397
BHOOMI KGS,17.42683474,78.60762509,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42683474,78.60762509",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.213894187
New Balaji kgs,17.4502488,78.5403165,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4502488,78.5403165",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.221004241
LIFE HEALTH CARE,17.42606712,78.58607092,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42606712,78.58607092",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.224443679
Sri Lakshmi kgs,17.45489118,78.53645799,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45489118,78.53645799",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.230912471
Sri Laxmi Venkateshwara banglore Iyengar,17.4557856,78.5358023,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4557856,78.5358023",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 141 Gautham Nagar,7.23146558
SLV BAKERY,17.42599257,78.58604795,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42599257,78.58604795",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.232119035
Mallareddy pan shop,17.4266862,78.5813393,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4266862,78.5813393",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.234983458
Balaji kgs,17.42654,78.58191333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42654,78.5819133333",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.239025809
SRI MALLIKARJUN KGS,17.4269379,78.6099307,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4269379,78.6099307",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.248789673
JAYA LAXMI KGS,17.42656462,78.60841238,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42656462,78.60841238",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.254978631
Kranthi medical,17.45566458,78.53559043,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45566458,78.53559043",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.255741488
Balaji kgs,17.4264296,78.5814361,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4264296,78.5814361",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.258436448
Om sai kgs,17.4557247,78.5355077,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4557247,78.5355077",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.25899192
Keshava kgs,17.4558852,78.53533927,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4558852,78.53533927",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.263450132
Medlife medical,17.426325,78.58169,Naturo,Hydrabad,"https://www.google.com/maps/search/17.426325,78.58169",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.264145226
Bharani kgs,17.45042126,78.53958983,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45042126,78.53958983",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.264590212
MED LIFE MEDICAL,17.4262896,78.5817249,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4262896,78.5817249",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.267006325
Medlife medical,17.4262821,78.5817107,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4262821,78.5817107",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.267997222
Sree Hanuman traders,17.42564419,78.58592134,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42564419,78.58592134",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.268221752
Hunuman treders,17.425595,78.58614,Naturo,Hydrabad,"https://www.google.com/maps/search/17.425595,78.58614",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.270510175
Jai bhavani kgs,17.42568795,78.58518569,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42568795,78.58518569",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.273094657
Sri Sai janani kgs,17.4551904,78.535709,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4551904,78.535709",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.273766716
SRI BRAMABIKA KGS,17.42663917,78.60977298,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42663917,78.60977298",Telangana,Medchal Malkajgiri District,Medipally mandal,500098,,7.274702168
Sree Hanuman traders,17.42558667,78.58578333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4255866667,78.5857833333",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.275603035
Pavan kgs,17.52390541,78.66259378,Naturo,Hydrabad,"https://www.google.com/maps/search/17.52390541,78.66259378",Telangana,Medchal Malkajgiri District,Keesara mandal,,,7.277695523
SRI Devnarayan  kgs,17.52390541,78.66259378,Naturo,Hydrabad,"https://www.google.com/maps/search/17.52390541,78.66259378",Telangana,Medchal Malkajgiri District,Keesara mandal,,,7.277695523
Jai bhavani kgs,17.42553,78.58504667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42553,78.5850466667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.290575509
SREE HANUMAN KIRANAM,17.4253113,78.5859594,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4253113,78.5859594",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.300815777
Anvtha k/g,17.42588667,78.58184167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4258866667,78.5818416667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.304601147
ANVITHA KIRANAM,17.4258766,78.5818357,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4258766,78.5818357",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.305697297
Mathaji kgs,17.4255053,78.5820614,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4255053,78.5820614",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.338344982
Ri Surya kirana&gen store,17.47841,78.52385833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47841,78.5238583333",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500056,Ward 136 Neredmet,7.34089113
Sri Laxmi traders,17.44493167,78.54361,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4449316667,78.54361",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 139 East Anand Bagh,7.349223474
Mj Iyengar bakery,17.4501652,78.5386487,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4501652,78.5386487",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.352753655
Manakaram kgs,17.4501669,78.5386317,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4501669,78.5386317",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.353938649
Sri medical,17.425325,78.58206667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.425325,78.5820666667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.356017674
Shanti store,17.45782956,78.5328867,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45782956,78.5328867",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.35768528
Sri paravathi provision,17.4595349,78.5315872,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4595349,78.5315872",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 141 Gautham Nagar,7.377246483
Vasavi k/g,17.42483167,78.58240667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4248316667,78.5824066667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.398920305
SRI krishnakgs,17.5240381,78.66384296,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5240381,78.66384296",Telangana,Medchal Malkajgiri District,Keesara mandal,,,7.399130656
SRI RAM BAKERY,17.5240381,78.66384296,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5240381,78.66384296",Telangana,Medchal Malkajgiri District,Keesara mandal,,,7.399130656
Sri Balaji kgs,17.4499501,78.5380788,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4499501,78.5380788",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.410130842
Mahadev kirana store,17.45905448,78.53131084,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45905448,78.53131084",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 141 Gautham Nagar,7.425840927
Ram davi kgs,17.4497476,78.537613,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4497476,78.537613",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.458788199
Rahul enterprises,17.45195114,78.53564391,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45195114,78.53564391",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.473273046
Aai matha kgs,17.4239189,78.5831086,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4239189,78.5831086",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.477787459
Aai matha k/g,17.42392667,78.58296167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4239266667,78.5829616667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.479303901
Vamshi medical,17.4234772,78.5829176,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4234772,78.5829176",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.524387467
Vamshi medical,17.42342,78.58288667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42342,78.5828866667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.530520393
Pavan store,17.42332,78.58295667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42332,78.5829566667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.539307756
AS kirana general store,17.4578264,78.5307206,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4578264,78.5307206",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 141 Gautham Nagar,7.540632474
Lavanya k/g,17.42319,78.58273333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42319,78.5827333333",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.55564379
Jai pradha whole sale,17.45196166,78.53451474,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45196166,78.53451474",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.562123214
Sri Sai canpery,17.423025,78.58281,Naturo,Hydrabad,"https://www.google.com/maps/search/17.423025,78.58281",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.57073347
Sree dhanalaxmi traders,17.4521093,78.5342831,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4521093,78.5342831",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.57164156
Patanjali store,17.4507945,78.5352872,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4507945,78.5352872",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.57271999
Srinivas kgs,17.45080111,78.53527429,Naturo,Hydrabad,"https://www.google.com/maps/search/17.45080111,78.53527429",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.573322012
Sri dhanalaxmi traders,17.452201,78.5340838,Naturo,Hydrabad,"https://www.google.com/maps/search/17.452201,78.5340838",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.582025186
Sri dhanalaxmi traders,17.452134,78.53410875,Naturo,Hydrabad,"https://www.google.com/maps/search/17.452134,78.53410875",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 140 Malkajgiri,7.584064267
NAKSHATHRA KGS,17.52079154,78.66696105,Naturo,Hydrabad,"https://www.google.com/maps/search/17.52079154,78.66696105",Telangana,Medchal Malkajgiri District,Keesara mandal,501301,,7.58685591
Sri Sai Krishna confectionery,17.4227863,78.5826351,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4227863,78.5826351",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.597058986
SRI SRINIVASA KIRANAM,17.42607067,78.56959701,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42607067,78.56959701",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.598120199
Varsha traders kgs,17.4527185,78.5333281,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4527185,78.5333281",Telangana,Medchal Malkajgiri District,Malkajgiri mandal,500047,Ward 141 Gautham Nagar,7.611774346
Sri Srinivasa k/g,17.42240833,78.58257667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4224083333,78.5825766667",Telangana,Medchal Malkajgiri District,Medipally mandal,500092,Boduppal,7.635304358
